student_id_number,term_code,CLASS_NBR,COMPLETED_FLAG,official_grade,ACAD_PLAN,HOURS_CARRIED
150,1,09785,1,C,BS0411,11.0
150,3,05167,0,DROP,BS0411,9.0
150,3,05062,1,D,BS0411,9.0
150,4,04981,0,DROP,BS0411,8.0
150,4,04979,1,C-,BS0411,8.0
83679,4,10902,0,WP,ND1105,14.0
306,2,09445,0,FS,BS7269,15.0
89384,6,14391,1,A,ND1202,9.0
198,3,15293,0,DROP,ND9920,9.0
90433,5,07545,1,B,BS8100,7.0
79775,1,05241,1,B+,ND8839,11.0
79775,1,05245,0,DROP,ND8839,11.0
66258,6,11958,1,A,BS1203,6.0
90434,2,11754,1,A-,BS1203,3.0
66247,5,07985,1,B-,BS2522,16.0
66247,6,04795,0,DROP,BS2522,13.0
66247,6,04645,1,S,BS2522,13.0
84043,6,14391,1,A,AA1114,6.0
83663,5,07525,1,A,BM5115,16.0
1505,1,05245,0,DROP,BA4252,12.0
1505,1,05241,1,B-,BA4252,12.0
4280,1,12081,1,A,BS1203,6.0
84059,6,11685,1,B,BA4107,13.0
7058,1,05250,1,D+,BS7253,16.0
7058,1,05343,0,DROP,BS7253,16.0
8328,1,09782,1,B,BA5214,15.0
8685,1,09784,0,WP,BS7260,16.0
8684,1,09784,0,WP,BS7260,16.0
8701,3,12137,1,B+,AA5006,6.0
8701,6,11685,1,B,AA5006,10.0
9422,2,06497,1,A,ND0210,4.0
8602,2,06490,1,A,ND0210,15.0
10052,2,05184,0,DROP,BS7253,25.0
10052,2,05068,1,D,BS7253,25.0
10997,1,12081,1,A,AA5201,5.0
11020,2,06432,1,A,BS2522,14.0
15218,2,05067,1,D-,BA2128,12.0
15218,2,05221,0,DROP,BA2128,12.0
15218,3,05062,1,C+,BA2128,14.0
15218,3,05170,0,DROP,BA2128,14.0
13091,4,04977,0,DROP,BS7260,15.0
13091,1,05242,0,WP,BS7260,12.0
13091,4,04974,1,A-,BS7260,15.0
13091,1,05347,0,DROP,BS7260,12.0
79985,2,08302,1,C,BS6308,13.0
11987,1,09786,0,WP,ND0210,16.0
12743,2,11755,0,FS,BS1203,9.0
12078,1,08406,1,A,ND9962,15.0
12078,1,06182,1,B+,ND9962,15.0
16737,1,08408,1,D-,ND1206,16.0
18202,6,05531,1,A,BS7269,16.0
15686,1,06135,1,B,ND0410,10.0
17401,3,05167,0,DROP,BS7260,17.0
17401,3,05062,0,F,BS7260,17.0
18086,6,11685,1,B-,BA4107,7.0
18771,2,05070,0,DROP,BA4211,18.0
18771,2,05067,1,C-,BA4211,18.0
76238,1,14468,0,WP,ND6603,4.0
15960,1,05348,0,DROP,ND1105,13.0
15960,1,05243,1,B,ND1105,13.0
18265,4,05091,0,DROP,MP8145,18.0
18265,4,04975,0,WP,MP8145,18.0
76478,1,12081,1,A,BS1203,6.0
15553,1,09784,0,F,ND8835,13.0
16008,3,06074,1,B,BS7251,13.0
22369,1,05348,0,DROP,BS2127,21.0
22369,1,05243,1,C,BS2127,21.0
22369,2,05073,0,DROP,BS2127,12.0
22369,3,05162,0,DROP,BS2127,16.0
22369,3,05069,1,C+,BS2127,16.0
22369,2,05071,1,C-,BS2127,12.0
22564,2,05072,1,B+,BS2507,16.0
22564,2,05074,0,DROP,BS2507,16.0
22573,6,11958,1,A,ND1205,3.0
83694,4,12879,1,A,BS1203,14.0
19613,1,08402,1,B,ND1201,13.0
20097,1,09786,1,B-,BS6308,16.0
19184,3,06513,1,C,BB6124,17.0
19184,4,05900,1,B+,BB6156,15.0
21589,2,06448,1,A,ND5368,16.0
21808,1,05350,0,DROP,BS7252,17.0
21808,1,05243,1,B,BS7252,17.0
19644,2,08294,1,C+,BS3321,16.0
19487,5,06615,1,D-,BA4101,14.0
19487,5,06618,0,DROP,BA4101,14.0
80539,3,05061,1,A-,BS7252,15.0
80539,3,05164,0,DROP,BS7252,15.0
25785,4,12878,1,B+,ND1205,12.0
26216,4,05913,0,WP,ND9920,3.0
22986,5,07886,1,C-,BA4253,13.0
22986,3,06613,0,WP,BA4253,13.0
23001,5,06719,0,DROP,BS7260,18.0
23001,5,06616,1,C,BS7260,18.0
23431,2,06440,0,WN,BS7252,14.5
23431,2,05067,0,F,BS7252,14.5
23431,2,05240,0,DROP,BS7252,14.5
23657,2,05068,1,C,BS7252,13.0
23657,2,05241,0,DROP,BS7252,13.0
23708,3,05166,0,DROP,BS2522,13.0
23708,3,05061,0,WP,BS2522,13.0
79664,3,06505,0,WP,BA4101,7.0
25344,1,09781,1,D+,BS6470,19.0
25842,3,06506,0,WP,BS3321,6.0
26281,1,05407,0,DROP,BS8117,15.0
26281,1,05242,1,A,BS8117,15.0
22827,2,05074,0,DROP,BS2126,13.0
22827,2,05072,1,D+,BS2126,13.0
23011,1,05407,0,DROP,BS3321,13.0
23011,1,05242,1,D-,BS3321,13.0
23779,1,05350,0,DROP,BS8122,18.0
23779,1,05243,1,A,BS8122,18.0
24955,2,06447,1,C+,ND1112,13.0
24964,1,09786,0,WP,ND1206,16.0
66721,5,07545,1,A,BS6308,16.0
26383,1,06129,1,A,BF5051,20.0
23754,1,05348,0,DROP,BC5363,17.0
23754,1,05243,0,WP,BC5363,17.0
24436,1,08405,1,C+,ND6603,13.0
25663,2,06488,1,A,BA4409,12.0
25845,1,08402,0,WP,BA4253,20.0
26352,1,05249,0,WP,BS2127,18.0
26352,1,05342,0,DROP,BS2127,18.0
22859,3,06510,1,B-,BS5327,19.0
22889,1,08834,1,A-,BA5050,17.0
23117,1,05242,1,B-,BS2121,15.0
23117,1,05346,0,DROP,BS2121,15.0
30538,3,05167,0,DROP,BA4101,13.0
30538,3,05062,1,B+,BA4101,13.0
30538,2,06454,1,A,BA4101,13.0
30553,1,05347,0,DROP,BA4105,16.0
30553,1,05242,0,F,BA4105,16.0
28053,1,09784,1,A,BS6472,16.0
28323,3,06082,1,B-,BS3300,14.0
28556,1,05243,1,B-,BS8122,17.0
28556,1,05350,0,DROP,BS8122,17.0
28999,1,09783,0,WP,ND1206,10.0
29034,3,06509,0,FS,BA4101,14.0
29034,4,06276,1,D-,BA4101,14.0
29492,2,08303,1,C,ND8837,16.0
29493,2,08303,1,C,ND8837,16.0
29709,3,06118,1,A-,ND1201,12.0
29709,1,06140,0,F,ND1201,7.0
29929,5,07525,1,A,BB6132,19.0
29977,3,05062,1,B,BS7257,16.0
29977,3,05168,0,DROP,BS7257,16.0
26738,1,08831,1,B-,BS8167,17.0
26752,1,09784,1,C-,BA3321,13.0
26755,1,05248,1,C,BS2127,16.0
26755,1,05341,0,DROP,BS2127,16.0
27657,4,04976,0,DROP,BA2128,17.0
27657,4,04974,1,D-,BA2128,17.0
27664,1,08834,1,A,ND1206,15.0
89858,2,11754,1,B+,ND1205,12.0
28138,1,05342,0,DROP,BS2522,16.0
28138,1,05249,1,D,BS2522,16.0
80593,3,05164,0,DROP,ND1112,14.0
80593,2,05185,0,DROP,ND1201,13.0
80593,1,05243,0,WP,ND1201,11.0
80593,3,05061,1,C-,ND1112,14.0
80593,2,05068,1,D-,ND1201,13.0
80593,1,05349,0,DROP,ND1201,11.0
28607,4,04974,1,C-,BS7251,14.5
28607,4,04976,0,DROP,BS7251,14.5
29516,1,06157,0,WF,BB6132,16.0
29540,2,14135,1,A,BA2129,10.0
29777,2,06476,0,WP,BC5363,22.0
26587,2,05073,0,DROP,BS2522,19.0
26587,2,05071,0,WP,BS2522,19.0
28253,1,12081,1,B+,ND1205,3.0
28512,2,05073,0,DROP,BS2522,11.0
28512,2,05071,1,D,BS2522,11.0
28933,1,05349,0,DROP,BS2520,12.0
28933,1,05243,1,C,BS2520,12.0
29198,2,08298,1,A,BA5290,16.0
29424,2,08296,1,C+,BS8117,14.0
29427,2,08285,1,B,BS6470,14.0
29439,2,05221,0,DROP,BS7252,20.0
29439,2,05067,1,D-,BS7252,20.0
80340,6,11958,1,A,ND1201,6.0
29629,1,05241,1,B-,BS2522,16.0
29629,1,05246,0,DROP,BS2522,16.0
29887,1,08402,0,WP,ND1201,16.0
30141,1,05241,1,C-,BS7253,16.0
30141,1,05246,0,DROP,BS7253,16.0
26916,1,05242,1,B-,BS3316,17.0
26916,1,05407,0,DROP,BS3316,17.0
27179,3,05062,0,F,BS2121,16.0
27179,4,04974,0,F,BS2121,12.0
27179,1,05243,0,WP,BS2121,18.0
27179,1,05349,0,DROP,BS2121,18.0
27179,3,05170,0,DROP,BS2121,16.0
27179,4,04977,0,DROP,BS2121,12.0
85476,6,05516,0,I,ND9920,6.0
85744,4,15171,0,DROP,AA5006,7.0
27039,1,05351,0,DROP,BS7260,15.0
27039,1,05243,1,C-,BS7260,15.0
27048,1,05243,1,B,BS7252,16.5
27048,1,05349,0,DROP,BS7252,16.5
27050,2,08287,1,B,BS6470,18.0
28176,6,05539,0,WF,BS7255,15.0
89493,6,09612,1,B+,BS7270,17.0
29619,1,09784,1,A,ND8142,16.0
26610,1,14562,0,DROP,ND1201,3.0
26874,1,08833,1,B+,BS7269,17.0
26874,4,05941,1,A-,BS7269,15.0
26876,1,05247,0,DROP,BS2127,23.0
26876,1,05241,0,F,BS2127,23.0
79121,4,12878,1,A,BS1203,3.0
90823,1,05243,0,WP,ND1201,13.0
90823,1,05351,0,DROP,ND1201,13.0
27755,1,08832,0,WP,BJ6906,17.0
27808,5,06621,0,DROP,BS8117,18.0
27808,5,06615,0,WP,BS8117,18.0
30778,2,05071,1,C-,BS2127,16.0
30778,2,05073,0,DROP,BS2127,16.0
30788,2,05070,0,DROP,BA5225,15.0
30788,2,05067,1,A,BA5225,15.0
30968,2,08302,1,C,ND6603,7.0
80366,4,12356,1,B,BA4107,13.0
83944,6,05504,1,A,BS8179,14.0
79153,1,09787,1,C,BS7269,17.0
31967,4,04975,1,C+,BS2522,13.0
31967,4,05092,0,DROP,BS2522,13.0
32184,2,13843,0,DROP,AS1104,9.0
33109,3,05062,1,A-,BS7257,15.5
33109,3,05167,0,DROP,BS7257,15.5
33307,3,06506,1,C+,ND8840,13.0
31769,3,06508,1,D,BS7269,14.0
31769,4,06273,1,B-,BS7269,20.0
33177,2,08302,1,D+,BS6361,20.0
33177,1,08403,0,WP,BS6361,13.0
33400,2,05073,0,DROP,ND8839,15.0
33400,2,05071,1,C,ND8839,15.0
33589,4,04974,1,C-,BS6470,14.0
33589,4,04977,0,DROP,BS6470,14.0
33589,5,06624,1,B,BS6470,16.0
33589,5,06717,0,DROP,BS6470,16.0
33590,5,07877,0,WF,ND8835,16.0
33590,4,10902,0,WP,ND8835,14.0
33590,2,06437,1,C+,BA4203,13.0
33633,1,08408,1,B-,BA5194,16.0
78467,3,09887,1,C+,BC5373,16.0
30181,4,10902,1,A,BA4214,19.0
30195,1,06138,1,B-,BS7257,17.0
30395,1,14553,0,DROP,AA1110,12.0
78346,1,05246,0,DROP,BS2522,15.0
78346,1,05241,1,B+,BS2522,15.0
30924,2,06451,0,I,BM5107,9.0
30923,2,06451,0,I,BM5107,9.0
30950,1,08404,0,WP,ND1207,16.0
31624,2,08285,1,C+,BA4251,16.0
31883,2,06474,1,A-,ND8839,15.0
31898,1,05243,1,B,BJ6907,15.0
31898,1,05350,0,DROP,BJ6907,15.0
80841,5,14227,0,DROP,AA1110,7.0
32345,1,08402,1,A,ND1201,15.0
32349,4,05902,0,WP,BB6126,13.0
32813,1,09786,1,B,BA2110,17.0
33066,3,09889,1,A,ND0410,16.0
33271,1,05246,0,DROP,BS7260,20.0
33271,1,05241,1,A,BS7260,20.0
33493,2,08293,1,B+,ND1201,16.0
33514,1,05349,0,DROP,BS2127,18.0
33514,1,05243,1,A,BS2127,18.0
33717,1,09782,1,B,BS6468,16.0
33729,1,05243,1,C+,BS2127,14.0
33729,1,05350,0,DROP,BS2127,14.0
33737,2,05068,1,B+,BS7254,17.0
33737,2,05184,0,DROP,BS7254,17.0
76641,1,06177,1,B+,BS6380,19.0
30279,1,05347,0,DROP,BS2127,18.0
30279,1,05242,1,D+,BS2127,18.0
30314,2,08298,1,B+,BS5327,16.0
30332,6,05805,1,A-,BA4101,10.0
30641,2,05070,0,DROP,BB6125,17.0
30641,2,05067,1,C+,BB6125,17.0
30862,1,08403,1,A,BS6357,17.0
30864,2,05067,1,B,BS5327,19.0
30864,2,05069,0,DROP,BS5327,19.0
31119,1,09783,0,WN,ND8835,16.0
31329,1,09785,1,D,BC5363,13.0
31348,1,06119,1,C,BS7252,18.5
31597,5,06620,0,DROP,BS8117,20.0
31597,5,06615,0,WP,BS8117,20.0
76689,2,11754,1,A,BS1203,7.0
31802,4,10918,0,WP,BS8156,14.0
31804,2,06441,0,WP,ND6603,15.0
31809,1,05345,0,DROP,BS7252,15.5
31809,1,05242,1,C+,BS7252,15.5
31808,1,05345,0,DROP,BS7252,15.5
31808,1,05242,1,C+,BS7252,15.5
31816,1,06127,1,B+,BS7269,12.0
31825,2,05184,0,DROP,BA4101,17.0
31825,2,05068,1,B,BA4101,17.0
31832,4,10902,1,C,BA4101,16.0
31831,4,10902,1,C,BA4101,16.0
31843,4,06268,1,D,BM5101,20.0
32036,1,05242,1,B,BS7260,16.0
32036,1,05346,0,DROP,BS7260,16.0
32053,2,06460,1,C+,BF5168,19.0
32061,3,06510,1,D+,BS8167,19.0
32259,1,05243,1,A,BA4105,15.0
32259,1,05350,0,DROP,BA4105,15.0
32262,1,08404,0,WP,ND8835,16.0
32262,2,08287,1,D+,ND8835,19.0
32494,2,06458,0,F,BS7252,13.5
32494,2,05241,0,DROP,BS7252,13.5
32494,2,05068,0,F,BS7252,13.5
32515,1,05346,0,DROP,ND1220,15.0
32515,1,05242,1,B-,ND1220,15.0
32984,2,06441,1,B+,BS7257,16.0
33007,4,05125,0,DROP,BS8122,15.0
33007,4,04974,1,C,BS8122,15.0
33425,1,06153,1,D-,BS6924,16.0
78721,2,05240,0,DROP,BS7254,18.0
78721,2,05067,1,D-,BS7254,18.0
33695,1,05341,0,DROP,ND8839,13.0
33695,1,05248,1,D-,ND8839,13.0
33698,1,06120,0,F,BS7256,16.0
30230,2,08294,0,WP,BS8119,13.0
30236,1,09787,1,B-,BS4242,17.0
30272,4,06267,1,B,BA5232,10.0
30451,1,08402,0,WP,BB6127,20.0
30481,6,05614,0,FS,BS4238,15.0
30490,1,09783,1,D,BS2522,7.0
30695,2,05071,0,WP,ND8839,17.0
30695,2,05073,0,DROP,ND8839,17.0
30699,3,06097,1,C+,ND1208,16.0
34948,2,08285,1,A-,BB6126,19.0
34952,1,05243,1,B,BS7260,18.5
34952,1,05350,0,DROP,BS7260,18.5
34956,1,09783,1,C,BS8119,16.0
34957,2,05071,1,C-,BS2120,16.0
34957,3,06082,1,A-,BS2120,20.0
34957,1,05242,1,D+,BS2120,17.0
34957,2,05073,0,DROP,BS2120,16.0
34957,1,05345,0,DROP,BS2120,17.0
34990,1,09784,1,C+,ND8835,16.0
35189,2,05068,0,F,ND0410,17.0
35189,3,05060,0,F,ND0410,17.0
35189,3,05064,0,DROP,ND0410,17.0
35189,2,05222,0,DROP,ND0410,17.0
78735,4,04978,1,D-,ND1201,14.0
78735,2,05069,0,DROP,ND1201,13.0
78735,4,04980,0,DROP,ND1201,14.0
78735,3,05160,0,DROP,ND1201,14.0
78735,2,05067,1,D-,ND1201,13.0
78735,3,05067,0,F,ND1201,14.0
35441,1,05348,0,DROP,BM5101,19.0
35441,1,05243,0,FS,BM5101,19.0
35441,1,06146,0,I,BM5101,19.0
35453,1,08833,1,B+,BS8122,19.0
35666,4,12879,1,A-,BS1203,12.0
35676,3,06504,0,WP,BS6361,16.0
35676,4,06268,1,A-,BS6361,16.0
35677,3,06510,1,C,BC5363,13.0
35684,2,05068,1,C-,BS7253,17.5
35684,2,05184,0,DROP,BS7253,17.5
35885,1,05343,0,DROP,ND8839,19.0
35885,1,05250,1,C,ND8839,19.0
35921,1,09784,1,D-,ND1201,16.0
36115,1,06189,1,A,BC5371,18.0
36116,2,05240,0,DROP,BS2121,17.0
36116,2,05067,1,D,BS2121,17.0
36361,1,05350,0,DROP,BS2120,15.0
36361,1,05243,1,B,BS2120,15.0
36403,1,09782,1,C-,BS2126,16.0
36599,1,05246,0,DROP,BA4101,20.0
36599,1,05241,1,B+,BA4101,20.0
36604,1,06158,1,A-,BS4242,19.0
36626,1,06117,1,B,ND8837,16.0
36829,3,06096,1,A,BS7254,19.0
37106,1,06127,1,C-,ND5368,12.0
37107,2,08300,0,WP,BC5363,16.0
37295,5,06619,0,DROP,BS3335,13.0
37295,5,06615,1,A,BS3335,13.0
37300,2,05072,1,D,BS2121,18.0
37300,2,05074,0,DROP,BS2121,18.0
37300,1,05241,1,D,BS2121,15.0
37300,1,05245,0,DROP,BS2121,15.0
37319,2,05068,0,F,BS7252,13.0
37319,2,05241,0,DROP,BS7252,13.0
37321,3,06508,0,WN,BS7270,12.0
37322,3,06508,0,WN,BS7270,12.0
34312,1,06156,1,A-,BA4201,16.0
34314,1,06178,1,A-,BS7252,15.0
34347,2,06492,1,B+,BS2127,15.0
34548,1,12081,1,A-,BS1203,7.0
34566,1,05244,0,DROP,BS7260,20.0
34566,1,05241,1,A-,BS7260,20.0
34565,1,05244,0,DROP,BS7260,20.0
34565,1,05241,1,A-,BS7260,20.0
35007,2,08301,1,C,ND1105,13.0
35007,1,08404,0,F,ND1105,16.0
35043,4,06273,0,WF,BB6127,16.0
35507,2,05184,0,DROP,BS7260,13.5
35507,2,05068,1,C,BS7260,13.5
35518,1,05249,1,C+,BS8122,17.0
35518,1,05342,0,DROP,BS8122,17.0
35520,3,06110,1,A,ND1208,15.0
35711,1,09786,1,B,BS2522,16.0
35968,1,08403,0,WP,BS6470,16.0
35970,2,06472,1,A-,BS8119,18.0
35973,4,04975,1,B-,BS7260,14.5
35973,4,05126,0,DROP,BS7260,14.5
35978,1,05342,0,DROP,BS2127,14.0
35978,1,05249,1,D-,BS2127,14.0
36175,3,06504,0,WP,BF5161,19.0
36203,1,09782,1,C,BS6179,16.0
36228,4,05143,0,DROP,BS2126,19.0
36228,4,04974,1,A,BS2126,19.0
36674,6,04646,0,WP,ND1201,18.0
36674,6,04813,0,DROP,ND1201,18.0
36889,1,05243,1,D+,ND1105,8.0
36889,1,05350,0,DROP,ND1105,8.0
36899,3,06517,1,C,BS5327,19.0
36907,3,05062,1,B,BS2522,14.0
36907,3,05170,0,DROP,BS2522,14.0
36912,3,05061,1,D+,BS6472,20.0
36912,4,04979,1,C,BS6470,17.0
36912,3,05165,0,DROP,BS6472,20.0
36912,4,04981,0,DROP,BS6470,17.0
36915,1,05249,1,C+,BS2127,19.0
36915,1,05342,0,DROP,BS2127,19.0
36923,2,08296,1,B,BS3321,14.0
37121,2,05072,1,D-,BA4105,15.0
37121,2,05074,0,DROP,BA4105,15.0
37121,1,05249,1,D-,BS2507,15.0
37121,1,05342,0,DROP,BS2507,15.0
37137,5,07546,1,B+,BA5050,14.0
37385,1,05242,1,A,BS7255,19.0
37385,1,05347,0,DROP,BS7255,19.0
33906,4,10914,1,C,ND1201,13.0
33906,1,08833,0,WP,ND1201,16.0
33912,2,08302,1,C-,BA5290,18.0
33914,1,08403,1,B-,BS8119,13.0
33937,2,05067,1,D-,BS2127,19.0
33937,2,05240,0,DROP,BS2127,19.0
33937,1,05348,0,DROP,BS2127,16.0
33937,1,05243,0,F,BS2127,16.0
34122,1,06152,1,B+,ND1201,15.0
34122,1,08405,1,B-,ND1201,15.0
78969,1,06140,1,A-,ND8839,17.0
35355,3,06265,1,A,ND1201,16.0
35355,4,10918,1,D,BA4253,16.0
35610,1,08402,0,FN,BC5370,10.0
35611,2,08285,1,A,BJ6906,17.0
35638,1,05242,1,C+,BS7253,20.0
35638,1,05347,0,DROP,BS7253,20.0
40188,1,06185,1,B,BC5363,15.0
36335,6,05805,1,S,BC5363,13.0
36539,4,06274,1,B+,BF6321,15.0
36541,3,05062,1,D-,ND1201,15.5
36541,3,05167,0,DROP,ND1201,15.5
36556,1,08402,1,B+,ND1201,13.0
36557,2,08295,1,C-,BA4253,13.0
36559,2,05073,0,DROP,BS7251,19.0
36559,2,05071,0,WP,BS7251,19.0
36566,3,06519,0,F,BA5194,16.0
79250,1,08414,1,C+,BS8119,16.0
37252,2,05068,1,C,ND1206,16.0
37252,2,05241,0,DROP,ND1206,16.0
85222,2,06433,1,B,BS6470,19.0
37491,1,08408,1,B,ND1201,14.0
37501,3,06118,1,A-,BA4101,16.0
37510,2,08285,1,B+,ND1206,16.0
34034,2,06476,1,A-,BS8100,19.0
34040,3,06096,1,A,BA4201,15.0
34047,1,08412,1,C,BS8119,15.0
34048,2,13940,1,C,BS8119,13.0
34051,3,05068,0,F,ND6357,21.0
34051,3,05161,0,DROP,ND6357,21.0
34264,1,06146,1,B+,ND8839,16.0
34471,2,08296,1,B+,BS5327,17.0
34476,1,05351,0,DROP,BS8122,15.0
34476,1,05243,1,B-,BS8122,15.0
34751,3,06511,1,B+,BC5363,17.0
34762,1,08402,0,WP,BA5050,18.0
34139,1,08833,0,FS,ND1201,16.0
34154,1,05349,0,DROP,BS2126,16.0
34154,1,05243,0,F,BS2126,16.0
34167,1,05250,1,A-,BS6177,18.0
34167,1,05343,0,DROP,BS6177,18.0
34380,1,06171,1,A-,BA5225,18.0
34384,1,08402,1,D+,BM5106,17.0
34409,1,08831,1,C,BA4101,14.0
34594,1,08402,1,A,ND5368,14.0
34604,1,08412,1,B-,BS6361,16.0
34620,4,10915,1,B+,BS4242,15.0
34630,1,05249,0,WP,BS8122,20.0
34630,1,05342,0,DROP,BS8122,20.0
34851,1,09786,1,A,BS6470,17.0
34858,1,09783,1,C,ND1201,15.0
34859,5,06615,1,B+,BS7260,16.0
34859,5,06620,0,DROP,BS7260,16.0
34866,1,08831,0,WF,BA4101,17.0
34877,1,08409,0,F,BA4201,13.0
34879,1,08408,1,B-,BF5161,16.0
34879,1,06191,1,A-,BF5161,16.0
35313,3,05061,1,C,BA3311,15.0
35313,3,05165,0,DROP,BA3311,15.0
35529,4,06271,1,B-,BA4101,19.0
83565,1,08831,1,C+,BB6156,16.0
35567,1,08403,1,A-,BA4203,19.0
35781,4,04974,1,C+,BS7257,18.0
35781,4,05125,0,DROP,BS7257,18.0
35799,6,04813,0,DROP,BS7260,14.0
35799,6,04646,1,S,BS7260,14.0
36003,1,08402,1,B+,BS6317,10.0
36268,1,05351,0,DROP,ND1201,15.5
36268,1,05243,1,B-,ND1201,15.5
36279,4,05143,0,DROP,BA4101,13.0
36279,4,04974,1,A,BA4101,13.0
36282,2,08288,1,B-,ND1201,18.0
36474,2,09445,1,A,BB6125,12.0
36491,1,05351,0,DROP,ND8142,15.0
36491,1,05243,1,D,ND8142,15.0
36704,1,06174,0,FS,BS7257,18.0
36973,1,08832,1,B-,BB6127,16.0
85872,1,12081,1,A,BS1203,3.0
37170,1,09783,1,D+,ND1201,16.0
37183,5,06620,0,DROP,BS7252,10.0
37183,5,06615,0,F,BS7252,10.0
37205,1,06134,1,B+,ND1201,15.0
79013,5,12560,1,A,BS1203,3.0
37422,6,04645,1,S,BS7252,17.0
37422,6,04648,0,DROP,BS7252,17.0
37436,3,06514,1,B+,ND1201,16.0
37437,1,08834,0,WP,BA4253,20.0
37441,4,10914,1,B,BA4253,16.0
37445,1,05243,1,D,ND1201,15.0
37445,1,05351,0,DROP,ND1201,15.0
37450,1,06191,1,B-,BS8171,16.0
33947,5,07539,1,A,BC5363,19.0
33992,2,06440,0,F,BS2520,18.0
34182,3,05062,0,WP,ND1105,19.0
34182,3,05167,0,DROP,ND1105,19.0
34181,3,05062,0,WP,ND1105,19.0
34181,3,05167,0,DROP,ND1105,19.0
34187,2,08298,1,B-,BS6314,15.0
34210,2,05067,1,C,BS7260,17.0
34210,2,05069,0,DROP,BS7260,17.0
34219,6,04645,1,C+,BS7253,11.0
34219,6,04648,0,DROP,BS7253,11.0
34437,1,08833,1,B+,BS6308,16.0
34684,2,05222,0,DROP,BS7260,13.0
34684,2,05068,1,C+,BS7260,13.0
35166,2,08285,1,C-,BA4253,19.0
38367,1,08403,1,C+,BS7256,15.5
38378,5,06616,1,C-,BS8171,14.0
38378,5,06719,0,DROP,BS8171,14.0
38594,2,05069,0,DROP,BS6468,17.0
38594,2,05067,1,B,BS6468,17.0
38830,1,08402,0,WP,BS8119,16.0
38830,3,09890,0,F,ND0210,13.0
38830,2,08293,0,F,BS8119,16.0
39028,1,06165,1,B,BA4214,18.0
39056,4,04975,1,D-,BS7260,7.0
39056,4,05091,0,DROP,BS7260,7.0
39055,4,04975,1,D-,BS7260,7.0
39055,4,05091,0,DROP,BS7260,7.0
39087,2,05068,1,A-,BS7257,14.0
39087,2,05184,0,DROP,BS7257,14.0
39304,3,06509,1,B,BC5363,17.0
39530,1,05242,1,D-,BS2120,15.0
39530,1,05346,0,DROP,BS2120,15.0
39540,1,08403,1,C-,BC5363,16.0
39762,1,09786,1,B-,BS8122,15.0
39999,1,06176,1,B+,ND1220,15.0
40250,6,04646,1,B-,BS8171,15.0
40250,6,04796,0,DROP,BS8171,15.0
40268,2,11755,1,A,BS1203,10.0
40450,3,06519,1,B,ND0910,15.0
40451,4,11046,1,B+,ND1207,16.0
40451,4,06273,1,B+,ND1207,16.0
40454,1,08407,1,B+,ND0610,17.0
40456,4,04974,1,C,BS7253,16.0
40456,4,05125,0,DROP,BS7253,16.0
40464,1,09784,1,B,BS6308,17.0
40469,3,09887,1,A-,BS8167,14.0
40493,2,05071,0,WP,BS5327,15.0
40493,1,05241,0,F,BS5327,19.0
40493,2,05073,0,DROP,BS5327,15.0
40493,1,05247,0,DROP,BS5327,19.0
40499,1,05249,1,B,BS2126,17.0
40499,1,05342,0,DROP,BS2126,17.0
40691,2,13940,1,D,BA4253,14.0
40696,2,06458,1,A,BS4240,17.0
40708,1,09784,1,C-,ND1201,16.0
40709,1,05390,0,DROP,BS7257,17.0
40709,1,05389,1,C-,BS7257,17.0
40724,1,09783,1,C+,BS8122,16.0
40935,1,09784,0,WP,BA4253,17.0
40955,2,05241,0,DROP,BA4409,17.0
40955,2,05068,1,C,BA4409,17.0
41164,2,14135,1,A,BB6125,16.0
41172,1,08405,1,B-,ND1206,15.0
41172,1,06132,1,B,ND1206,15.0
37740,3,06093,1,B,ND5368,16.0
37740,5,07880,1,C+,BC5370,18.0
37928,1,05241,1,C+,ND0910,15.5
37928,1,05245,0,DROP,ND0910,15.5
37927,1,05241,1,C+,ND0910,15.5
37927,1,05245,0,DROP,ND0910,15.5
37944,2,06454,1,A,ND1220,16.0
37952,2,06434,1,B+,BS6317,15.0
37962,2,06475,1,A,BS8119,15.0
37965,2,06434,1,A,BS6317,15.0
37968,2,05074,0,DROP,BS5327,18.0
37968,2,05072,1,C,BS5327,18.0
37968,1,05242,1,D+,BS5327,19.0
37968,1,05345,0,DROP,BS5327,19.0
38175,1,05344,0,DROP,BS7257,16.0
38175,1,05242,1,C,BS7257,16.0
38177,3,05062,1,A,BS3311,15.0
38177,3,05169,0,DROP,BS3311,15.0
38185,2,08285,0,WP,BS6470,13.0
38197,4,10918,0,WP,BA4101,13.0
38197,5,07881,1,D+,BA4101,13.0
38197,1,06124,1,B,BA4101,15.0
38201,3,06103,1,B+,BA4101,16.0
38392,2,05072,1,C,BS3313,10.0
38392,2,05074,0,DROP,BS3313,10.0
66965,5,07974,1,A,ND0407,14.0
38408,3,06135,1,B+,BA4251,15.0
38408,1,06146,0,WP,BS7260,10.0
66967,6,05513,0,WP,BM5053,17.5
38431,2,05067,1,A,BS8100,17.0
38431,2,05240,0,DROP,BS8100,17.0
66968,6,04645,1,B+,BS1925,16.5
66968,6,04795,0,DROP,BS1925,16.5
38434,1,06121,0,F,ND1208,15.0
38438,1,05244,0,DROP,BS2121,15.0
38438,1,05241,1,A,BS2121,15.0
